time,,gzip-pack,,matmul-p,,linpack-p,,chameleon-p,,float-operations-p,,face-detect-pigo-p,,dd,,sentimentanalysis-p,,face-detect-opencv-p,,image-process-p,,pyaes-p,,video-process-p,,CNN-p,,,,LR,,Total
1035,,0.602,,0.716,,0.727,,0.625,,0.704,,33.3989,,4.6593,,9.8032,,0,,21.6784,,24.2118,,0,,31.1164,,,,63.24328,,191.48528
1050,,0.632,,0.758,,0.745,,0.632,,0.783,,25.6923,,4.3658,,9.8032,,0,,19.4372,,22.1032,,0,,29.20872,,,,67.85008,,182.0105
1065,,0.632,,0.758,,0.745,,0.632,,0.783,,25.6923,,4.3658,,12.5384,,43.820161,,19.4372,,22.1032,,0,,29.20872,,,,67.85008,,228.565861
1080,,0.632,,0.786,,0.786,,0.575,,0.744,,29.3511,,4.9517,,12.5384,,59.898685,,20.1568,,23.8416,,0,,32.10768,,,,64.30872,,250.677685
1095,,0.632,,0.786,,0.786,,0.575,,0.744,,29.3511,,4.9517,,10.4829,,59.898685,,20.1568,,23.8416,,0,,32.10768,,,,64.30872,,248.622185
1110,,0.607,,0.748,,0.762,,0.607,,0.734,,27.4118,,4.0841,,10.4829,,54.414206,,21.3419,,20.5972,,0,,30.38064,,,,66.18784,,238.358586
1125,,0.607,,0.748,,0.762,,0.607,,0.734,,27.4118,,4.0841,,11.8975,,54.414206,,21.3419,,20.5972,,0,,30.38064,,,,66.18784,,239.773186
1140,,0.587,,0.73,,0.794,,0.587,,0.762,,34.809,,4.8987,,11.8975,,48.710123,,19.6124,,24.4659,,0,,31.84096,,,,61.9948,,241.689383
1155,,0.587,,0.73,,0.794,,0.587,,0.762,,34.809,,4.8987,,9.6854,,48.710123,,19.6124,,24.4659,,0,,31.84096,,,,61.9948,,239.477283
1170,,0.586,,0.737,,0.653,,0.552,,0.686,,30.8625,,4.1994,,9.6854,,57.616251,,20.9412,,22.6513,,0,,33.01944,,,,66.63208,,248.821571
1185,,0.586,,0.737,,0.653,,0.552,,0.686,,30.8625,,4.1994,,12.3637,,57.616251,,20.9412,,22.6513,,0,,33.01944,,,,66.63208,,251.499871
1200,,0.567,,0.674,,0.656,,0.514,,0.692,,26.0712,,4.7625,,12.3637,,60.836699,,0,,23.7394,,0,,29.45896,,,,65.53136,,225.866819
1215,,0.567,,0.674,,0.656,,0.514,,0.692,,26.0712,,4.7625,,0,,60.836699,,0,,23.7394,,0,,29.45896,,,,65.53136,,213.503119
1230,,0.54,,0.72,,0.64,,0.6,,0.74,,32.7247,,3.9741,,0,,44.838563,,0,,21.2897,,0,,30.49112,,,,67.34312,,203.901303
1245,,0.54,,0.72,,0.64,,0.6,,0.74,,32.7247,,3.9741,,0,,44.838563,,0,,21.2897,,0,,30.49112,,,,67.34312,,203.901303
1260,,0.504,,0.68,,0.658,,0.57,,0.746,,28.5996,,5.0218,,0,,52.800902,,0,,24.3021,,0,,32.61928,,,,63.178,,209.679682
1275,,0.504,,0.68,,0.658,,0.57,,0.746,,28.5996,,5.0218,,9.9237,,52.800902,,0,,24.3021,,0,,32.61928,,,,63.178,,219.603382
1290,,0.564,,0.591,,0.618,,0.51,,0.645,,31.4551,,4.3129,,9.9237,,46.340371,,0,,22.7498,,0,,28.7412,,,,66.82592,,213.276991
1305,,0.564,,0.591,,0.618,,0.51,,0.645,,31.4551,,4.3129,,12.6214,,46.340371,,0,,22.7498,,0,,28.7412,,,,66.82592,,215.974691
1320,,0.488,,0.632,,0.603,,0.488,,0.661,,33.1204,,4.4915,,12.6214,,62.574666,,21.1035,,23.4579,,0,,31.30208,,,,64.59648,,256.139926
1335,,0.488,,0.632,,0.603,,0.488,,0.661,,33.1204,,4.4915,,10.8135,,62.574666,,21.1035,,23.4579,,0,,31.30208,,,,64.59648,,254.332026
1350,,0.506,,0.578,,0.651,,0.506,,0.542,,25.2289,,3.8925,,10.8135,,56.639737,,19.1942,,20.8135,,0,,29.80104,,,,62.33024,,231.496617
1365,,0.506,,0.578,,0.651,,0.506,,0.542,,25.2289,,3.8925,,11.2178,,56.639737,,19.1942,,20.8135,,0,,29.80104,,,,62.33024,,231.900917
1380,,0.451,,0.677,,0.587,,0.542,,0.587,,29.9806,,4.8419,,11.2178,,48.085114,,20.4859,,24.6938,,0,,33.27856,,,,67.75936,,243.187034
1395,,0.451,,0.677,,0.587,,0.542,,0.587,,29.9806,,4.8419,,9.7698,,48.085114,,20.4859,,24.6938,,0,,33.27856,,,,67.75936,,241.739034
1410,,0.541,,0.487,,0.596,,0.487,,0.65,,27.8115,,4.1413,,9.7698,,60.316333,,18.9261,,22.3859,,0,,30.82592,,,,63.53304,,240.470893
1425,,0.541,,0.487,,0.596,,0.487,,0.65,,27.8115,,4.1413,,12.4987,,60.316333,,18.9261,,22.3859,,46.9956,,30.82592,,,,63.53304,,290.195393
1440,,0.584,,0.584,,0.511,,0.511,,0.657,,34.4283,,4.6092,,12.4987,,58.516689,,21.7113,,23.9147,,51.02672,,29.33984,,,,65.026,,303.918449
1455,,0.584,,0.584,,0.511,,0.511,,0.657,,34.4283,,4.6092,,10.6314,,58.516689,,21.7113,,23.9147,,51.02672,,29.33984,,,,65.026,,302.051149
1470,,0.349,,0.524,,0.785,,0.262,,0.698,,30.1557,,4.3735,,10.6314,,53.494672,,19.5148,,21.1128,,45.80936,,32.71672,,,,67.00672,,287.433672
1485,,0.349,,0.524,,0.785,,0.262,,0.698,,30.1557,,4.3735,,11.8249,,53.494672,,19.5148,,21.1128,,45.80936,,32.71672,,,,67.00672,,288.627172
1500,,0.157,,0.47,,0.783,,0.626,,0.626,,26.4173,,4.9456,,11.8249,,61.998244,,20.8721,,0,,49.66032,,29.95136,,,,64.15664,,272.488464
1515,,0.157,,0.47,,0.783,,0.626,,0.626,,26.4173,,4.9456,,9.8935,,61.998244,,20.8721,,0,,49.66032,,29.95136,,,,64.15664,,270.557064
1530,,0.451,,0.539,,0.539,,0.413,,0.564,,32.6105,,3.8064,,9.8935,,44.364628,,21.2573,,0,,49.05136,,31.73448,,,,62.95128,,258.175448
1545,,0.451,,0.539,,0.539,,0.413,,0.564,,32.6105,,3.8064,,12.2491,,44.352,,21.2573,,0,,49.05136,,31.73448,,,,62.95128,,260.51842
1560,,0.423,,0.569,,0.516,,0.423,,0.608,,28.9102,,4.7761,,12.2491,,0.010164,,18.8493,,0,,45.26784,,28.67408,,,,67.60576,,208.881544
1575,,0.423,,0.569,,0.516,,0.423,,0.608,,28.9102,,4.7761,,10.1624,,0.010164,,18.8493,,0,,45.26784,,28.67408,,,,67.60576,,206.794844
1590,,0.477,,0.578,,0.578,,0.419,,0.535,,31.7829,,4.2987,,10.1624,,0,,19.9851,,0,,47.98088,,30.99624,,,,65.46512,,213.25834
1605,,0.477,,0.578,,0.578,,0.419,,0.535,,31.7829,,4.2987,,11.9384,,0,,19.9851,,0,,47.98088,,30.99624,,,,65.46512,,215.03434
1620,,0.405,,0.521,,0.536,,0.405,,0.579,,33.2057,,4.5241,,11.9384,,0,,20.6597,,24.1846,,48.69784,,29.03712,,,,63.89384,,238.5873
1635,,0.405,,0.521,,0.536,,0.405,,0.579,,33.2057,,4.5241,,9.6128,,0,,20.6597,,24.1846,,48.69784,,29.03712,,,,63.89384,,236.2617
1650,,0.44,,0.587,,0.538,,0.457,,0.554,,25.5901,,4.0658,,9.6128,,0.012551,,21.6038,,22.4798,,50.53192,,33.05376,,,,65.77112,,235.297651
1665,,0.44,,0.587,,0.538,,0.457,,0.554,,25.5901,,4.0658,,12.7319,,0.012551,,21.6038,,22.4798,,50.53192,,33.05376,,,,65.77112,,238.416751
1680,,0.414,,0.546,,0.513,,0.397,,0.53,,29.477,,4.9339,,12.7319,,0.012782,,18.6213,,23.5571,,46.59488,,31.98808,,,,62.36368,,232.680622
1695,,0.414,,0.546,,0.513,,0.397,,0.53,,29.477,,4.9339,,10.9325,,0.012782,,18.6213,,23.5571,,46.59488,,31.98808,,,,62.36368,,230.881222
1710,,0.428,,0.521,,0.54,,0.428,,0.503,,27.3009,,4.1883,,10.9325,,53.374013,,20.7952,,20.9492,,49.53016,,30.09024,,,,67.51,,287.090513
1725,,0.428,,0.521,,0.54,,0.428,,0.503,,27.3009,,4.1883,,11.3828,,61.849557,,20.7952,,20.9492,,49.53016,,30.09024,,,,67.51,,296.016357
1740,,0.374,,0.445,,0.427,,0.374,,0.463,,34.1032,,4.7586,,11.3828,,61.849557,,19.3789,,24.7328,,45.122,,30.642,,,,62.86648,,296.919337
1755,,0.374,,0.445,,0.427,,0.374,,0.463,,34.1032,,4.7586,,9.8769,,47.515776,,19.3789,,24.7328,,45.122,,30.642,,,,62.86648,,281.079656
1770,,0.415,,0.502,,0.502,,0.437,,0.502,,30.7011,,3.9724,,9.8769,,47.515776,,21.4457,,22.1476,,48.39544,,32.17656,,,,66.47312,,285.062596
1785,,0.415,,0.502,,0.502,,0.437,,0.502,,30.7011,,3.9724,,12.2935,,49.267834,,21.4457,,22.1476,,48.39544,,32.17656,,,,66.47312,,289.231254
1800,,0.466,,0.491,,0.515,,0.392,,0.491,,26.8995,,4.6942,,12.2935,,49.267834,,19.8243,,23.6935,,49.9108,,28.46232,,,,64.74776,,282.148714
1815,,0.466,,0.491,,0.515,,0.392,,0.491,,26.8995,,4.6942,,10.4172,,60.453932,,19.8243,,23.6935,,49.9108,,28.46232,,,,64.74776,,291.458512
1830,,0.406,,0.522,,0.522,,0.551,,0.609,,32.3458,,4.3486,,10.4172,,60.453932,,20.2427,,21.5283,,47.86544,,30.26184,,,,63.40304,,293.476852
1845,,0.406,,0.522,,0.522,,0.551,,0.609,,32.3458,,4.3486,,11.6139,,44.368863,,20.2427,,21.5283,,47.86544,,30.26184,,,,63.40304,,278.588483
1860,,0.276,,0.276,,0.361,,0.276,,0.574,,28.0583,,4.8765,,11.6139,,44.368863,,21.6898,,24.5614,,50.89712,,31.55648,,,,67.86248,,287.247843
1875,,0.276,,0.276,,0.361,,0.276,,0.574,,28.0583,,4.8765,,9.6582,,57.156099,,21.6898,,24.5614,,50.89712,,31.55648,,,,67.86248,,298.079379
1890,,0.547,,0.508,,0.586,,0.391,,0.547,,31.1114,,4.1579,,9.6582,,57.156099,,18.9547,,22.9842,,46.19888,,29.4972,,,,65.19808,,287.495659
1905,,0.547,,0.508,,0.586,,0.391,,0.547,,31.1114,,4.1579,,12.6981,,62.798813,,18.9547,,22.9842,,46.19888,,29.4972,,,,65.19808,,296.178273
1920,,0.383,,0.468,,0.553,,0.383,,0.426,,33.8219,,5.0623,,12.6981,,62.798813,,20.5871,,23.2153,,48.83616,,33.12872,,,,67.01048,,309.371873
1935,,0.383,,0.468,,0.553,,0.383,,0.426,,33.8219,,5.0623,,10.7428,,49.796054,,20.5871,,23.2153,,48.83616,,33.12872,,,,67.01048,,294.413814
1950,,0.543,,0.489,,0.489,,0.489,,0.651,,25.109,,3.8237,,10.7428,,49.796054,,19.9162,,20.6759,,45.57112,,31.14704,,,,62.58872,,272.031534
1965,,0.543,,0.489,,0.489,,0.489,,0.651,,25.109,,3.8237,,11.9852,,63.932253,,19.9162,,20.6759,,45.57112,,31.14704,,,,62.58872,,287.410133
1980,,0.293,,0.33,,0.22,,0.22,,0.257,,29.7458,,4.8241,,11.9852,,63.932253,,21.1794,,24.3765,,50.3308,,29.6876,,,,66.07872,,303.460373
1995,,0.293,,0.33,,0.22,,0.22,,0.257,,29.7458,,4.8241,,9.7034,,45.531409,,21.1794,,24.3765,,50.3308,,29.6876,,,,66.07872,,282.777729
2010,,0.518,,0.518,,0.605,,0.518,,0.432,,27.0227,,4.2086,,9.7034,,45.531409,,18.7936,,21.8328,,47.28384,,31.75448,,,,63.7988,,272.520629
2025,,0.518,,0.518,,0.605,,0.518,,0.432,,27.0227,,4.2086,,12.4169,,55.720896,,18.7936,,21.8328,,47.28384,,31.75448,,,,63.7988,,285.423616
2040,,0.415,,0.472,,0.486,,0.443,,0.615,,34.9316,,4.6918,,12.4169,,55.720896,,20.9387,,23.9518,,50.77768,,28.72192,,,,67.75504,,302.337336
2055,,0.415,,0.472,,0.486,,0.443,,0.615,,34.9316,,4.6918,,10.9371,,53.899615,,20.9387,,23.9518,,50.77768,,28.72192,,,,67.75504,,299.036255
2070,,0.397,,0.468,,0.511,,0.355,,0.497,,30.6401,,4.3021,,10.9371,,53.899615,,19.7284,,22.4261,,48.14264,,33.25184,,,,64.86792,,290.423815
2085,,0.397,,0.468,,0.511,,0.355,,0.497,,30.6401,,4.3021,,11.2873,,48.044997,,19.7284,,22.4261,,48.14264,,33.25184,,,,64.86792,,284.919397
2100,,0.364,,0.477,,0.414,,0.351,,0.464,,26.1604,,4.9969,,11.2873,,48.044997,,21.3517,,20.9392,,46.08752,,29.34024,,,,65.93848,,276.216737
2115,,0.364,,0.477,,0.414,,0.351,,0.464,,26.1604,,4.9969,,9.9541,,60.734058,,21.3517,,20.9392,,46.08752,,29.34024,,,,65.93848,,287.572598
2130,,0.418,,0.462,,0.552,,0.403,,0.507,,32.5026,,4.0268,,9.9541,,60.734058,,19.2386,,24.5961,,49.6356,,0,,,,62.15544,,265.185298
2145,,0.418,,0.462,,0.552,,0.403,,0.507,,32.5026,,4.0268,,12.6478,,51.393111,,19.2386,,24.5961,,49.6356,,0,,,,62.15544,,258.538051
2160,,0.346,,0.433,,0.447,,0.375,,0.447,,28.4891,,4.7385,,12.6478,,51.393111,,20.4618,,22.2918,,49.33856,,0,,,,67.21176,,258.620431
2175,,0.346,,0.433,,0.447,,0.375,,0.447,,28.4891,,4.7385,,10.1625,,62.078555,,20.4618,,22.2918,,49.33856,,0,,,,67.21176,,266.820575
2190,,0.38,,0.48,,0.447,,0.43,,0.48,,31.3965,,4.3769,,10.1625,,62.078555,,21.5789,,23.6675,,44.95504,,0,,,,64.66832,,265.101215
2205,,0.38,,0.48,,0.447,,0.43,,0.48,,31.3965,,4.3769,,11.8792,,45.278618,,21.5789,,23.6675,,44.95504,,0,,,,64.66832,,250.017978
2220,,0.435,,0.416,,0.492,,0.378,,0.473,,33.0018,,4.8012,,11.8792,,45.278618,,18.9821,,21.3679,,47.73936,,30.27848,,,,63.59888,,279.121538
2235,,0.435,,0.416,,0.492,,0.378,,0.473,,33.0018,,4.8012,,9.6784,,59.509989,,18.9821,,21.3679,,47.73936,,30.27848,,,,63.59888,,291.152109
2250,,0.446,,0.573,,0.51,,0.425,,0.722,,25.7955,,3.8794,,9.6784,,59.509989,,19.6925,,24.7457,,46.82072,,28.53024,,,,67.13448,,288.462929
2265,,0.446,,0.573,,0.51,,0.425,,0.722,,25.7955,,3.8794,,12.5294,,43.834945,,19.6925,,24.7457,,46.82072,,28.53024,,,,67.13448,,275.638885
2280,,0.363,,0.512,,0.47,,0.406,,0.47,,29.2198,,4.5651,,12.5294,,43.834945,,20.8423,,22.1795,,51.00688,,32.91304,,,,63.10504,,282.417005
2295,,0.363,,0.512,,0.47,,0.406,,0.47,,29.2198,,4.5651,,10.3576,,63.460166,,20.8423,,22.1795,,51.00688,,32.91304,,,,63.10504,,299.870426
2310,,0.334,,0.424,,0.401,,0.379,,0.446,,27.6749,,4.2456,,10.3576,,63.460166,,21.2867,,23.0728,,48.76896,,29.59496,,,,65.278,,295.723686
2325,,0.334,,0.424,,0.401,,0.379,,0.446,,27.6749,,4.2456,,11.7941,,53.544337,,21.2867,,23.0728,,48.76896,,29.59496,,,,65.278,,287.244357
2340,,0.39,,0.439,,0.439,,0.366,,0.487,,34.3392,,4.9321,,11.7941,,53.544337,,19.3429,,20.8163,,49.46352,,31.84552,,,,67.69856,,295.897537
2355,,0.39,,0.439,,0.439,,0.366,,0.487,,34.3392,,4.9321,,9.8245,,46.738538,,19.3429,,20.8163,,49.46352,,31.84552,,,,67.69856,,287.122138
2370,,0.403,,0.457,,0.484,,0.349,,0.457,,30.985,,4.1648,,9.8245,,46.738538,,0,,24.1884,,45.7428,,30.4516,,,,63.94856,,258.194198
2385,,0.403,,0.457,,0.484,,0.349,,0.457,,30.985,,4.1648,,12.2513,,57.847559,,0,,24.1884,,45.7428,,30.4516,,,,63.94856,,271.730019
2400,,0,,0,,0,,0,,0,,26.988,,4.8942,,12.2513,,57.847559,,0,,22.5167,,47.42832,,32.29024,,,,66.27424,,270.490559
2415,,0,,0,,0,,0,,0,,26.988,,4.8942,,10.7317,,48.752704,,0,,22.5167,,47.42832,,32.29024,,,,66.27424,,259.876104
2430,,0,,0,,0,,0,,0.00571,,32.2221,,4.0853,,10.7317,,48.752704,,0,,23.8349,,50.70568,,28.96832,,,,62.0548,,261.361214
2445,,0,,0,,0,,0,,0.00571,,32.2221,,4.0853,,11.6428,,55.118602,,0,,23.8349,,50.70568,,28.96832,,,,62.0548,,268.638212
2460,,0,,0,,0,,0,,0,,28.8473,,5.0337,,11.6428,,55.118602,,0,,21.0836,,45.06512,,29.99656,,,,66.50152,,263.289202
2475,,0,,0,,0,,0,,0,,28.8473,,5.0337,,9.9823,,61.790806,,0,,21.0836,,45.06512,,29.99656,,,,66.50152,,268.300906
2490,,0.0269,,0,,0,,0.0135,,0,,31.571,,3.9051,,9.9823,,61.790806,,20.1834,,24.4789,,48.49016,,33.27624,,,,64.11936,,297.837666
2505,,0.0269,,0,,0,,0.0135,,0,,31.571,,3.9051,,12.6935,,52.358691,,20.1834,,24.4789,,48.49016,,33.27624,,,,64.11936,,291.116751
2520,,0,,0,,0,,0,,0,,33.7088,,4.6289,,12.6935,,52.358691,,21.6137,,22.9741,,50.1852,,31.26256,,,,67.55256,,296.978011
2535,,0,,0,,0,,0,,0,,33.7088,,4.6289,,10.5961,,44.625658,,21.6137,,22.9741,,50.1852,,31.26256,,,,67.55256,,287.147578
2550,,1.73,,2.2,,2.2,,1.73,,2.11,,25.3402,,4.3931,,10.5961,,44.625658,,19.4579,,23.2894,,47.27128,,28.60488,,,,62.82312,,276.371638
2565,,1.73,,2.2,,2.2,,1.73,,2.11,,25.3402,,4.3931,,11.9357,,57.477497,,19.4579,,23.2894,,47.27128,,28.60488,,,,62.82312,,290.563077
2580,,1.32,,1.61,,1.61,,1.25,,1.58,,29.5888,,4.7465,,11.9357,,57.477497,,20.9886,,21.6932,,50.92384,,32.58736,,,,65.01712,,302.328617
2595,,1.32,,1.61,,1.61,,1.25,,1.58,,29.5888,,4.7465,,9.7049,,61.260199,,20.9886,,21.6932,,50.92384,,32.58736,,,,65.01712,,303.880519
2610,,1.13,,1.38,,1.35,,1.15,,1.39,,27.2223,,4.2613,,9.7049,,61.260199,,18.9437,,24.6027,,47.05136,,30.17552,,,,66.61704,,296.239019
2625,,1.13,,1.38,,1.35,,1.15,,1.39,,27.2223,,4.2613,,12.4129,,48.411363,,18.9437,,24.6027,,47.05136,,30.17552,,,,66.61704,,286.098183
2640,,0.978,,1.28,,1.25,,1.03,,1.19,,34.5447,,4.9542,,12.4129,,48.411363,,21.6841,,22.3857,,48.95544,,29.23096,,,,63.25016,,291.557523
2655,,0.978,,1.28,,1.25,,1.03,,1.19,,34.5447,,4.9542,,10.1748,,64.215767,,21.6841,,22.3857,,48.95544,,29.23096,,,,63.25016,,305.123827
2670,,0.901,,1.15,,1.11,,0.875,,1.13,,30.4079,,4.1829,,10.1748,,64.215767,,19.6378,,23.5251,,45.48552,,31.38088,,,,67.82408,,302.000747
2685,,0.901,,1.15,,1.11,,0.875,,1.13,,30.4079,,4.1829,,11.7549,,47.143866,,19.6378,,23.5251,,45.48552,,31.38088,,,,67.82408,,286.508946
2700,,0.907,,1.11,,1.08,,0.922,,1.09,,26.6559,,4.8818,,11.7549,,47.143866,,20.3194,,20.9523,,49.9916,,30.94992,,,,64.41088,,282.169566
2715,,0.907,,1.11,,1.08,,0.922,,1.09,,26.6559,,4.8818,,9.9516,,52.820614,,20.3194,,20.9523,,49.9916,,30.94992,,,,64.41088,,286.043014
2730,,0.825,,0.976,,0.991,,0.81,,0.991,,32.999,,3.8471,,9.9516,,52.820614,,21.4765,,24.2198,,48.19824,,32.10792,,,,65.61312,,295.826894
2745,,0.825,,0.976,,0.991,,0.81,,0.991,,32.999,,3.8471,,12.5642,,59.767323,,21.4765,,24.2198,,48.19824,,32.10792,,,,65.61312,,305.386203
2760,,0.768,,0.94,,0.924,,0.752,,0.924,,28.2568,,4.7734,,12.5642,,59.767323,,18.8421,,22.6291,,47.9388,,29.47528,,,,62.99456,,291.549563
2775,,0.768,,0.94,,0.924,,0.752,,0.924,,28.2568,,4.7734,,10.8492,,49.600859,,18.8421,,22.6291,,47.9388,,29.47528,,,,62.99456,,279.668099
2790,,0.77,,0.931,,0.931,,0.716,,1.04,,31.8741,,4.0631,,10.8492,,49.600859,,20.8672,,23.1586,,50.48576,,29.90528,,,,67.43872,,292.630819
2805,,0.77,,0.931,,0.931,,0.716,,1.04,,31.8741,,4.0631,,11.1386,,54.075945,,20.8672,,23.1586,,50.48576,,29.90528,,,,67.43872,,297.395305
