time,,user-memcached,,,media-memcached,,,compose-post,,,media-mongodb,,,text-service,,,home-timeline-service,,,unique-id-service,,,url-shorten-service,,,home-timeline-redis,,,user-timeline-mongodb,,,url-shorten-mongodb,,,social-graph-mongodb,,,,jaeger,,social-graph-service,,,user-service,,,url-shorten-memcached,,,user-timeline-service,,,nginx-thrift-,,,post-storage-service,,,social-graph-redis,,,user-mention-service,,,media-service-,,,,post-storage-mongodb,,,user-mongodb,,,user-timeline-redis,,,media-frontend,,post-storage-memcached,,,Total
2145,,2.4456,,,0.020872332,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,6.809311,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,5.332713342,,,0.564481025,,,0.00321,,,0.04274275,,,75.2,,,0.284547292,,,14.28206355,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,2.78,,,313.6442213
2160,,2.86,,,0.020872332,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,6.166415,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,7.174974894,,,0.894367118,,,0.0058,,,0.041921372,,,77.2,,,0.551668355,,,14.15992989,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,2.78,,,358.862309
2175,,2.86,,,0.025629438,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,7.320499,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,7.174974894,,,0.894367118,,,0.0058,,,0.049812475,,,77.2,,,0.687745605,,,16.96259828,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,2.81,,,362.9977868
2190,,2.4028,,,0.025629438,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,7.320499,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,6.643766138,,,0.793817225,,,0.00705,,,0.049812475,,,73.6,,,0.687745605,,,16.96259828,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,2.81,,,330.7415982
2205,,2.8616,,,0.024754138,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,5.760123,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,5.856005105,,,1.063653611,,,0.00705,,,0.043648179,,,80,,,0.539369995,,,12.81070278,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0.00476,,0.000416,,,340.0024028
2220,,2.8616,,,0.024754138,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,6.666986,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,5.856005105,,,1.063653611,,,0,,,0.047857837,,,80,,,0.394537475,,,15.18443336,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0.00476,,0.000416,,,343.1353235
2235,,3.3636,,,0.027145136,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,6.666986,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,4.526885911,,,1.064343843,,,0,,,0.047857837,,,74.4,,,0.394537475,,,15.18443336,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0.000322,,,375.6449116
2250,,3.3636,,,0.027145136,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,6.452934,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,5.370044804,,,0.685839036,,,0.0051,,,0.049139464,,,74.4,,,0.653193862,,,22.92547158,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0.000322,,,383.9015899
2265,,2.1332,,,0.026302449,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,5.370044804,,,0.685839036,,,0.0051,,,0.045677405,,,75.2,,,0.228689384,,,14.18850777,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0.000568,,,315.4648088
2280,,2.1332,,,0.026302449,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,4.692857958,,,0.652046329,,,0,,,0.045677405,,,75.2,,,0.228689384,,,14.18850777,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0.000568,,,314.7487293
2295,,3.2008,,,0.021431559,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,6.931520782,,,0.724133522,,,0,,,0.043472638,,,77.6,,,0,,,25.33634611,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,374.5801846
2310,,3.2008,,,0.021431559,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,6.931520782,,,0.724133522,,,0,,,0.041436361,,,77.6,,,0,,,15.7342634,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,364.9760656
2325,,3.5908,,,0.027415887,,,95.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0.041436361,,,74.4,,,0,,,15.7342634,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.0101,,0,,,376.9476156
2340,,3.5908,,,0.027415887,,,95.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0.046207283,,,74.4,,,0,,,30.06285138,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.0101,,0,,,391.2809746
2355,,2.7148,,,0.026953648,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0,,,0.050931714,,,80,,,0,,,18.76317753,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,330.2665829
2370,,2.7148,,,0.026953648,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00369,,,0.050931714,,,80,,,0,,,18.76317753,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,330.2702729
2385,,3.1192,,,0.023794134,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0.00369,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,333.1613641
2400,,3.1192,,,0.023794134,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0.00341,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,333.1610841
2415,,2.5248,,,0.020317487,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0.00341,,,0,,,76,,,0,,,21.86967825,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0,,,303.3623817
2430,,2.5248,,,0.020317487,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0.00381,,,0,,,76,,,0,,,25.81406385,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0,,,307.3071673
2445,,2.4456,,,0.022304063,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0.00381,,,0,,,75.2,,,0,,,30.62074608,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,314.1744961
2460,,2.4456,,,0.022304063,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0.00469,,,0,,,75.2,,,0,,,30.62074608,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,314.1753761
2475,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,0,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,0,,,0,,,0.00469,,,0,,,77.2,,,0,,,14.47946391,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,0.0011,,,341.5516139
2490,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,0,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,0,,,0,,,0,,,0,,,77.2,,,0,,,11.83257775,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,0.0011,,,338.9000378
2505,,2.4028,,,0,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,0,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,0,,,0,,,0,,,0,,,73.6,,,0,,,11.83257775,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0.000338,,,307.2735958
2520,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,0,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,0,,,0,,,0,,,0,,,80,,,0,,,19.61521417,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000338,,,333.5074722
2535,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,0,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,0,,,0,,,0,,,0,,,80,,,0,,,31.49485455,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000189,,,345.3869636
2550,,3.3636,,,0,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,0,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,0,,,0,,,0,,,0,,,74.4,,,0,,,31.49485455,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0.000189,,,379.2274436
2565,,3.3636,,,0,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,0,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,0,,,0,,,0,,,0,,,74.4,,,0,,,27.89581751,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0.00235,,0.000233,,,375.6308005
2580,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,0,,,0,,,0.0034,,,0,,,75.2,,,0,,,13.79819986,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0.00235,,0.000233,,,308.7182629
2595,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,0,,,0,,,0.0034,,,0,,,75.2,,,0,,,13.79819986,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0,,,308.7156799
2610,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,0,,,0.01364,,,0,,,0,,,77.6,,,0,,,28.91267496,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,370.449595
2625,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,0,,,0,,,0,,,0,,,75.2,,,0,,,11.01733169,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0,,,305.9314117
2640,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,0,,,0.01364,,,0,,,0,,,77.6,,,0,,,11.01733169,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,352.5542517
2655,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,0,,,0.01364,,,0,,,0,,,77.6,,,0,,,13.52099528,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0.000262,,,355.0581773
2670,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0,,,75.2,,,0,,,13.27279066,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0.000262,,,369.2074527
2685,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0,,,75.2,,,0,,,13.27279066,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0,,,369.2071907
2700,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00643,,,0,,,80,,,0,,,17.55449135,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,328.9864414
2715,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00643,,,0,,,80,,,0,,,24.85530237,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0.00331,,0,,,336.2905624
2730,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0.00331,,0,,,333.13719
2745,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0.00024,,,333.13412
2760,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0,,,0,,,76,,,0,,,0,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0.00024,,,281.469216
2775,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0,,,0,,,76,,,0,,,0,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0.00416,,0,,,281.473136
2790,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0,,,0,,,75.2,,,0,,,0,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00416,,0,,,283.531796
2805,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0,,,0,,,75.2,,,0,,,0,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00643,,0.000637,,,283.534703
2820,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,0,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,0,,,0,,,0.0458,,,0,,,77.2,,,0,,,0,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0.00643,,0.000637,,,327.119227
2835,,2.4028,,,0,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,0,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,0,,,0,,,0,,,0,,,73.6,,,0,,,11.83257775,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0.000338,,,307.2735958
2850,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,0,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,0,,,0,,,0,,,0,,,80,,,0,,,19.61521417,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000338,,,333.5074722
2865,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,0,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,0,,,0,,,0,,,0,,,80,,,0,,,31.49485455,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000189,,,345.3869636
2880,,3.3636,,,0,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,0,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,0,,,0,,,0,,,0,,,74.4,,,0,,,31.49485455,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0.000189,,,379.2274436
2895,,3.3636,,,0,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,0,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,0,,,0,,,0,,,0,,,74.4,,,0,,,27.89581751,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0.00235,,0.000233,,,375.6308005
2910,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,0,,,0,,,0.0034,,,0,,,75.2,,,0,,,13.79819986,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0.00235,,0.000233,,,308.7182629
2925,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,0,,,0,,,0.0034,,,0,,,75.2,,,0,,,13.79819986,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0,,,308.7156799
2940,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,0,,,0.01364,,,0,,,0,,,77.6,,,0,,,28.91267496,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,370.449595
2955,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,0,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,0,,,0,,,0,,,0,,,75.2,,,0,,,11.01733169,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0,,,305.9314117
2970,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,0,,,0.01364,,,0,,,0,,,77.6,,,0,,,11.01733169,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,352.5542517
2985,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,0,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,0,,,0.01364,,,0,,,0,,,77.6,,,0,,,13.52099528,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0.000262,,,355.0581773
3000,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0,,,75.2,,,0,,,13.27279066,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0.000262,,,369.2074527
3015,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,0,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,0,,,0,,,0,,,0,,,75.2,,,0,,,13.27279066,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0,,,369.2071907
3030,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00643,,,0,,,80,,,0,,,17.55449135,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0,,,328.9864414
3045,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,0,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,0,,,0,,,0.00643,,,0,,,80,,,0,,,24.85530237,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0.00331,,0,,,336.2905624
3060,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0.00331,,0,,,333.13719
3075,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,0,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,0,,,0,,,0,,,0.0444,,,82,,,0,,,0,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0.00024,,,333.13412
3090,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0,,,0,,,76,,,0,,,0,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0.00024,,,281.469216
3105,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,0,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,0,,,0,,,0,,,0,,,76,,,0,,,0,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0.00416,,0,,,281.473136
3120,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0,,,0,,,75.2,,,0,,,0,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00416,,0,,,283.531796
3135,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,0,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,0,,,0.003356,,,0,,,0,,,75.2,,,0,,,0,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00643,,0.000637,,,283.534703
3150,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,0,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,0,,,0,,,0.0458,,,0,,,77.2,,,0,,,0,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0.00643,,0.000637,,,327.119227
3165,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,0,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,0,,,0,,,0.0458,,,0,,,77.2,,,0,,,0,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,0.000902,,,327.113062
3180,,2.4028,,,0,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,0,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,0,,,0,,,0.065,,,0,,,73.6,,,0,,,0,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0.000902,,,295.506582
3195,,2.5248,,,0.026112808,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,6.551829,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,5.054551021,,,0.404463144,,,0,,,0.043487386,,,76,,,0.23981919,,,21.86834027,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,2.78,,,318.4375788
3210,,2.5248,,,0.024001414,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,7.159258,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,3.572038862,,,0.405511151,,,0,,,0.049550778,,,76,,,0.214427568,,,19.95805683,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,2.83,,,315.6818206
3225,,2.4456,,,0.024001414,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,6.809311,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,3.572038862,,,0.405511151,,,0.00321,,,0.04274275,,,75.2,,,0.284547292,,,14.28206355,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,2.83,,,311.777706
3240,,2.4456,,,0.020872332,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,6.809311,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,5.332713342,,,0.564481025,,,0.00321,,,0.04274275,,,75.2,,,0.284547292,,,14.28206355,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,2.78,,,313.6442213
3255,,2.86,,,0.020872332,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,6.166415,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,7.174974894,,,0.894367118,,,0.0058,,,0.041921372,,,77.2,,,0.551668355,,,14.15992989,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,2.78,,,358.862309
3270,,2.86,,,0.025629438,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,7.320499,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,7.174974894,,,0.894367118,,,0.0058,,,0.049812475,,,77.2,,,0.687745605,,,16.96259828,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,2.81,,,362.9977868
3285,,2.4028,,,0.025629438,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,7.320499,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,6.643766138,,,0.793817225,,,0.00705,,,0.049812475,,,73.6,,,0.687745605,,,16.96259828,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,2.81,,,330.7415982
3300,,2.8616,,,0.024754138,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,5.760123,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,5.856005105,,,1.063653611,,,0.00705,,,0.043648179,,,80,,,0.539369995,,,12.81070278,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0.00476,,0.000416,,,340.0024028
3315,,2.8616,,,0.024754138,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,6.666986,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,5.856005105,,,1.063653611,,,0,,,0.047857837,,,80,,,0.394537475,,,15.18443336,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0.00476,,0.000416,,,343.1353235
3330,,3.3636,,,0.027145136,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,6.666986,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,4.526885911,,,1.064343843,,,0,,,0.047857837,,,74.4,,,0.394537475,,,15.18443336,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0.000322,,,375.6449116
