time,,user-memcached,,,media-memcached,,,compose-post,,,media-mongodb,,,text-service,,,home-timeline-service,,,unique-id-service,,,url-shorten-service,,,home-timeline-redis,,,user-timeline-mongodb,,,url-shorten-mongodb,,,social-graph-mongodb,,,,jaeger,,social-graph-service,,,user-service,,,url-shorten-memcached,,,user-timeline-service,,,nginx-thrift-,,,post-storage-service,,,social-graph-redis,,,user-mention-service,,,media-service-,,,,post-storage-mongodb,,,user-mongodb,,,user-timeline-redis,,,media-frontend,,post-storage-memcached,,,Total
1050,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,5.992621,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,3.696219462,,,0.756086741,,,0,,,0.043036649,,,77.6,,,0.637604836,,,26.64040483,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0.000287,,,379.2895405
1065,,3.5908,,,0,,,93.988,,,0,,,44.508,,,66.36,,,2.5124,,,5.992621,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,6.927101628,,,0.354814073,,,0,,,0.043036649,,,74.4,,,0.637604836,,,26.64040483,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0.000202,,,400.530185
1080,,3.5908,,,0,,,93.988,,,0,,,44.508,,,66.36,,,2.5124,,,6.920958,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,5.682741547,,,0.466387069,,,0.00228,,,0.04239192,,,74.4,,,0.272243185,,,15.80846873,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0.000202,,,389.1300725
1095,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,6.877054,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,5.682741547,,,0.466387069,,,0.00228,,,0.050094893,,,80,,,0.254897778,,,16.83124164,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0.000227,,,341.5904439
1110,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,6.877054,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,4.999824138,,,0.671034687,,,0.00229,,,0.050094893,,,80,,,0.254897778,,,16.83124164,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0.000227,,,341.1121841
1125,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,6.289136,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,3.401599738,,,0.372984013,,,0.00229,,,0.04171392,,,82,,,0.611799772,,,15.3471217,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0.000354,,,359.1564791
1140,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,5.787122,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,3.401599738,,,0.372984013,,,0.00562,,,0.046539835,,,82,,,0.549689902,,,20.2921988,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0.000354,,,363.5455883
1155,,2.5248,,,0.024754556,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,5.787122,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,6.473325228,,,1.0375361,,,0.00562,,,0.046539835,,,76,,,0.549689902,,,20.2921988,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0.00209,,0.000208,,,315.6880604
1170,,2.5248,,,0.024754556,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,6.747683,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,4.493262816,,,0.873448764,,,0.00286,,,0.044579983,,,76,,,0.449214338,,,22.70564529,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0.00209,,0.000208,,,316.8127227
1185,,2.4456,,,0.026112808,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,7.200877,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,4.493262816,,,0.873448764,,,0.00286,,,0.042372507,,,75.2,,,0.388754663,,,15.53820537,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,312.0901739
1200,,2.4456,,,0.026112808,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,7.200877,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,6.174133402,,,0.611669444,,,0.00721,,,0.042372507,,,75.2,,,0.388754663,,,15.53820537,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,313.5136152
1215,,2.86,,,0.024001414,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,5.728956,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,8.685844835,,,0.995932585,,,0.00721,,,0.048470271,,,77.2,,,0.50376236,,,14.20692917,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0.00229,,0.000226,,,357.2699826
1230,,2.86,,,0.024001414,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,6.417072,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,8.685844835,,,0.995932585,,,0.0104,,,0.043627122,,,77.2,,,0.640219499,,,21.73179461,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0.00229,,0.000226,,,365.6177681
1245,,2.4028,,,0.020872332,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,6.417072,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,3.089181203,,,0.350345958,,,0.0104,,,0.043627122,,,73.6,,,0.640219499,,,21.73179461,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0,,,327.7441927
1260,,2.8616,,,0.020872332,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,6.275047,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,3.385908713,,,0.389692006,,,0.00975,,,0.042362156,,,80,,,0.646892249,,,14.90024531,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0,,,339.5626898
1275,,2.8616,,,0.025629438,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,6.582845,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,3.385908713,,,0.389692006,,,0.00975,,,0.042560362,,,80,,,0.528857671,,,26.81228586,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0,,,351.6694491
1290,,3.3636,,,0.025629438,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,6.582845,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,3.663219786,,,0.407873918,,,0,,,0.042560362,,,74.4,,,0.528857671,,,26.81228586,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,0,,,385.795672
1305,,3.3636,,,0.024754138,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,5.986663,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,5.015362961,,,0.890480843,,,0,,,0.047307505,,,74.4,,,0.386408364,,,20.32712847,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0.00721,,0,,,380.4177153
1320,,2.1332,,,0.024754138,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,7.261906,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,5.015362961,,,0.890480843,,,0,,,0.044744943,,,75.2,,,0.327483763,,,24.99981351,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0.00721,,0,,,333.4858362
1335,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,7.261906,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,5.17513918,,,0.678491392,,,0,,,0.044744943,,,75.2,,,0.327483763,,,24.99981351,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,0,,,333.4016588
1350,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,7.037148,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,8.854227459,,,0.391755704,,,0,,,0.043871856,,,77.6,,,0.576978854,,,15.55712297,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0,,,373.9843848
1365,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,6.839611,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,8.854227459,,,0.391755704,,,0,,,0.048633127,,,77.6,,,0.62944237,,,29.56427811,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0.00975,,0.000969,,,387.8619468
1380,,3.5908,,,0,,,86.308,,,0,,,44.508,,,66.36,,,2.5124,,,6.839611,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,6.001240773,,,0.655098749,,,0.0221,,,0.048633127,,,74.4,,,0.62944237,,,29.56427811,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.00975,,0.000969,,,396.0255231
1395,,3.5908,,,0,,,86.308,,,0,,,44.508,,,66.36,,,2.5124,,,6.255866,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,5.174547645,,,1.068881844,,,0.0221,,,0.0506217,,,74.4,,,0.441917012,,,11.45018188,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,0.00175,,,376.7202661
1410,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,7.288285,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,5.174547645,,,1.068881844,,,0.00162,,,0.042316992,,,80,,,0.245744042,,,14.00098693,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0.00175,,,339.2496525
1425,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,7.288285,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,5.194662788,,,0.370587188,,,0.00162,,,0.042316992,,,80,,,0.245744042,,,14.00098693,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0.000934,,,338.5706569
1440,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,6.906566,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,5.107509734,,,0.373760766,,,0.00181,,,0.043419568,,,82,,,0.48028677,,,20.56956003,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0.000934,,,366.5733269
1455,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,5.645718,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,5.107509734,,,0.373760766,,,0.00181,,,0.050908325,,,82,,,0.588109759,,,21.85146686,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,366.7087634
1470,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,5.645718,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,4.933273611,,,0.34640022,,,0.00291,,,0.050908325,,,76,,,0.588109759,,,21.85146686,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0,,,314.8877628
1485,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,7.17065,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,6.078539303,,,0.422230906,,,0.00291,,,0.04486677,,,76,,,0.333383077,,,26.8820556,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0,,,322.4036117
1500,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,7.368686,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,6.078539303,,,0.422230906,,,0.00419,,,0.044844268,,,75.2,,,0.468508895,,,15.16419577,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,313.0754751
1515,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,7.368686,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,6.348173092,,,0.784594651,,,0.00419,,,0.044844268,,,75.2,,,0.468508895,,,15.16419577,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0.00324,,0,,,313.7107127
1530,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,6.240755,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,8.079942995,,,0.887194242,,,0.00269,,,0.04487774,,,77.2,,,0.693900509,,,14.62449067,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0.00324,,0,,,357.6434512
1545,,2.86,,,0,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,6.485141,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,8.079942995,,,0.887194242,,,0.00269,,,0.048492527,,,77.2,,,0.659067401,,,11.07939647,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,0.000359,,,354.3086436
1560,,2.4028,,,0,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,6.485141,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,3.687659108,,,0.603463228,,,0.00175,,,0.048492527,,,73.6,,,0.659067401,,,11.07939647,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0.000359,,,318.0060087
1575,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,6.606771,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,7.129423003,,,0.9421322,,,0.00175,,,0.051070273,,,80,,,0.454726452,,,22.57213158,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000289,,,351.6502135
1590,,2.8616,,,0,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,5.70014,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,7.129423003,,,0.9421322,,,0.00459,,,0.043023885,,,80,,,0.432096607,,,29.46384148,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0.000289,,,357.6074562
1605,,3.3636,,,0,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,5.70014,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,5.092172204,,,0.515583674,,,0.00459,,,0.043023885,,,74.4,,,0.432096607,,,29.46384148,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0.00209,,0.000208,,,388.9861459
1620,,3.3636,,,0,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,6.035541,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,5.696434258,,,0.821445949,,,0.0024,,,0.050070766,,,74.4,,,0.427567422,,,29.85678942,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0.00209,,0.000208,,,390.6249468
1635,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,6.503461,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,5.696434258,,,0.821445949,,,0.0024,,,0.047970498,,,75.2,,,0.479529184,,,21.86967825,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0.00269,,0.000538,,,330.3382271
1650,,2.1332,,,0,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,6.503461,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,8.400311986,,,1.034458042,,,0,,,0.047970498,,,75.2,,,0.479529184,,,21.86967825,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0.00269,,0.000538,,,333.252717
1665,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,6.790403,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,4.995940297,,,1.06916178,,,0,,,0.041345562,,,77.6,,,0.43191088,,,25.81406385,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0.000172,,,380.6662774
1680,,3.2008,,,0,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,5.717478,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,4.995940297,,,1.06916178,,,0.00631,,,0.043766909,,,77.6,,,0.415042731,,,30.62074608,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,0.000172,,,384.3918978
1695,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,5.717478,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,4.791852115,,,0.891173624,,,0.00631,,,0.043766909,,,80.4,,,0.415042731,,,30.62074608,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.0023,,0.000227,,,403.6232965
1710,,3.5908,,,0,,,89.188,,,0,,,44.508,,,66.36,,,2.5124,,,6.223842,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,5.833318918,,,0.813710662,,,0,,,0.041247734,,,80.4,,,0.374194945,,,14.47946391,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0.0023,,0.000227,,,388.9027052
1725,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,6.0592,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,5.833318918,,,0.813710662,,,0,,,0.051048268,,,80,,,0.30150348,,,11.83257775,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0.000238,,,336.3171171
1740,,2.7148,,,0,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,6.0592,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,6.104847779,,,0.320351357,,,0,,,0.051048268,,,80,,,0.30150348,,,11.83257775,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,0.000238,,,336.0952866
1755,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,5.741029,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,8.489025174,,,1.055094936,,,0,,,0.048407297,,,82,,,0.505074679,,,19.61521417,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,368.5433253
1770,,3.1192,,,0,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,6.621415,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,8.489025174,,,1.055094936,,,0.0125,,,0.047006352,,,82,,,0.213135989,,,31.49485455,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,0,,,381.022512
1785,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,6.621415,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,6.534229783,,,0.75682927,,,0.0125,,,0.047006352,,,76,,,0.213135989,,,31.49485455,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0.000313,,,327.1492599
1800,,2.5248,,,0,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,5.597626,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,3.674763252,,,0.534555029,,,0,,,0.051294294,,,76,,,0.459275672,,,27.89581751,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,0.000313,,,319.6826208
1815,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,5.952549,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,3.674763252,,,0.534555029,,,0,,,0.045862191,,,75.2,,,0.220597695,,,13.79819986,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,307.750807
1830,,2.4456,,,0,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,5.952549,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,7.6990338,,,0.341326779,,,0.0426,,,0.045862191,,,75.2,,,0.220597695,,,13.79819986,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,0,,,311.6244493
1845,,2.86,,,0.022300412,,,92.472,,,0.29196,,,32.704,,,71.4,,,1.8084,,,6.762967,,,6.968,,,0.2732,,,0.2184,,,0.2732,,,,0.936,,7.651444748,,,0.634174145,,,0.0426,,,0.048395936,,,77.2,,,0.527477126,,,28.91267496,,,23.28,,,1.528,,,,0.2732,,,14.58,,,0,,,0,,0,,,371.6683943
1860,,2.4028,,,0.022453605,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,7.279883,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,7.651444748,,,0.634174145,,,0,,,0.049344556,,,73.6,,,0.528007677,,,11.01733169,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0,,,322.6233194
1875,,2.4028,,,0.024373438,,,84.424,,,0.25268,,,26.676,,,68.4,,,1.4536,,,7.279883,,,5.7704,,,0.2956,,,0.2956,,,0.2364,,,,1.0132,,4.28002855,,,0.514956663,,,0,,,0.049344556,,,73.6,,,0.528007677,,,11.01733169,,,18.08,,,1.36,,,,0.2364,,,10.944,,,0,,,0,,0,,,319.1346056
1890,,2.8616,,,0.024480401,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,6.388796,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,4.88573908,,,0.466395181,,,0.0103,,,0.049161998,,,80,,,0.20352436,,,13.52099528,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,0,,,339.4413123
1905,,2.8616,,,0.026634636,,,92.856,,,0.22592,,,32.544,,,64.92,,,1.8068,,,5.508569,,,3.7668,,,0.2116,,,0.2116,,,0.282,,,,0.978,,4.88573908,,,0.466395181,,,0.0103,,,0.04796133,,,80,,,0.299225628,,,13.27279066,,,20.16,,,1.624,,,,0.2116,,,11.232,,,0,,,0,,2.63,,,341.0395355
1920,,3.3636,,,0.026661773,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,5.508569,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,6.203160428,,,0.326446478,,,0,,,0.04796133,,,74.4,,,0.299225628,,,13.27279066,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,2.63,,,376.0472153
1935,,3.3636,,,0.021282501,,,101.568,,,0.12,,,38.092,,,78.84,,,2.1636,,,7.106424,,,4.0836,,,0.2244,,,0.2244,,,0.2244,,,,0,,3.357851428,,,0.597274324,,,0,,,0.049746716,,,74.4,,,0.352419557,,,17.55449135,,,26.56,,,1.792,,,,0.2244,,,15.852,,,0,,,0,,2.84,,,379.6118899
1950,,2.1332,,,0.021255295,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,5.619013,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,3.357851428,,,0.597274324,,,0.0111,,,0.051386412,,,75.2,,,0.667267101,,,24.85530237,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,2.84,,,332.9345299
1965,,2.1332,,,0.022848267,,,80.896,,,0.30464,,,25.132,,,65.72,,,1.3696,,,5.619013,,,15.828,,,0.428,,,0.1428,,,0.2856,,,,0.30464,,4.614955413,,,0.834260199,,,0.0111,,,0.051386412,,,75.2,,,0.667267101,,,24.85530237,,,16,,,1.284,,,,0.2856,,,9.6,,,0,,,0,,3.02,,,334.6102128
1980,,3.2008,,,0.022660591,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,7.40266,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,7.637553326,,,0.647160376,,,0.0119,,,0.045691527,,,77.6,,,0.683909097,,,29.73670135,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,3.02,,,390.7315163
1995,,3.2008,,,0.022477347,,,96.296,,,0.21324,,,35.424,,,70.96,,,1.9188,,,7.423019,,,5.5548,,,0.1996,,,0.1996,,,0.3996,,,,0.21324,,7.637553326,,,0.647160376,,,0.0119,,,0.050502982,,,77.6,,,0.575304157,,,31.35789336,,,28.36,,,1.596,,,,0.1996,,,19.188,,,0,,,0,,2.85,,,392.0990905
2010,,3.5908,,,0.022435729,,,87.388,,,0,,,44.508,,,66.36,,,2.5124,,,7.423019,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,7.876702954,,,0.552541236,,,0,,,0.050502982,,,74.4,,,0.575304157,,,31.35789336,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,2.85,,,404.0427994
2025,,3.5908,,,0.020064271,,,87.388,,,0,,,44.508,,,66.36,,,2.5124,,,5.938833,,,5.0084,,,0.3356,,,0.3356,,,0,,,,0,,7.187621009,,,0.455973615,,,0,,,0.046179726,,,74.4,,,0.217215048,,,28.56495513,,,39.96,,,1.68,,,,0.3356,,,26.92,,,0,,,0,,2.78,,,398.5452418
2040,,2.7148,,,0.020064271,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,7.086786,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,7.187621009,,,0.455973615,,,0,,,0.044994153,,,80,,,0.436067032,,,15.26789649,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,2.78,,,344.7049226
2055,,2.7148,,,0.024754556,,,89.256,,,0.21888,,,29.884,,,67.96,,,1.6204,,,7.086786,,,5.3868,,,0.2048,,,0.2048,,,0.2048,,,,0.56864,,5.69325144,,,0.345700353,,,0,,,0.044994153,,,80,,,0.436067032,,,15.26789649,,,19.68,,,1.432,,,,0.2456,,,11.844,,,0,,,0,,2.81,,,343.13497
2070,,3.1192,,,0.024754556,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,6.875323,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,3.169969397,,,0.686981283,,,0.0155,,,0.043642038,,,82,,,0.603603521,,,13.55666277,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,2.81,,,360.8759166
2085,,3.1192,,,0.026112808,,,96.28,,,0.23628,,,34.948,,,70.52,,,1.8928,,,6.551829,,,4.0164,,,0.2656,,,0.2656,,,0.2212,,,,0.6152,,3.169969397,,,0.686981283,,,0.0155,,,0.043487386,,,82,,,0.23981919,,,21.86834027,,,23,,,1.772,,,,0.2212,,,13.716,,,0,,,0,,2.78,,,368.4715193
2100,,2.5248,,,0.026112808,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,6.551829,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,5.054551021,,,0.404463144,,,0,,,0.043487386,,,76,,,0.23981919,,,21.86834027,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,2.78,,,318.4375788
2115,,2.5248,,,0.024001414,,,85.684,,,0.24268,,,27.216,,,62.368,,,1.504,,,7.159258,,,4.5708,,,0.2272,,,0.2724,,,0.2724,,,,0.6792,,3.572038862,,,0.405511151,,,0,,,0.049550778,,,76,,,0.214427568,,,19.95805683,,,12.84,,,1.408,,,,0.2272,,,5.3836,,,0.048696,,,0,,2.83,,,315.6818206
2130,,2.4456,,,0.024001414,,,84.684,,,0.26036,,,26.68,,,62.84,,,1.5092,,,6.809311,,,7.868,,,0.2436,,,0.2436,,,0.2436,,,,0.7824,,3.572038862,,,0.405511151,,,0.00321,,,0.04274275,,,75.2,,,0.284547292,,,14.28206355,,,13.04,,,1.364,,,,0.2436,,,5.7724,,,0.10392,,,0,,2.83,,,311.777706
